Resume_Text,Category
"I am a passionate Java Developer with experience in OOP, Hibernate, JDBC, Multithreading, Gradle, Maven, Spring, Servlets. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Java Developer
"I am a passionate Web Developer with experience in API, Backend, Django, Frontend, HTML, Vue, Angular, Git, Node.js, React, REST. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Web Developer
"I am a passionate Designer with experience in InDesign, Photoshop, Prototyping, UI/UX, User Research, Wireframing, Adobe XD, Sketch, Illustrator, Figma. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Designer
"I am a passionate Web Developer with experience in Node.js, Flask, HTML, CSS, SQL, Angular, React, Git, API, Backend. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Web Developer
"I am a passionate Python Developer with experience in NumPy, Automation, Python, Scikit-learn, TensorFlow, FastAPI, PyTorch, Scripting, Keras. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Python Developer
"I am a passionate Data Analyst with experience in Data Visualization, Power BI, Python, NumPy, Statistics, EDA, SQL, Pandas, Seaborn, Matplotlib, Tableau, Cleaning, Excel. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Data Analyst
"I am a passionate Designer with experience in Photoshop, Adobe XD, User Research, Sketch, UI/UX. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Designer
"I am a passionate Web Developer with experience in Django, Vue, SQL, Flask, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Web Developer
"I am a passionate Software Tester with experience in Bug Tracking, QTP, Selenium, LoadRunner, JIRA, Regression Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Software Tester
"I am a passionate Data Analyst with experience in Pandas, Seaborn, Cleaning, Data Visualization, Power BI, EDA, Python, Statistics, NumPy, SQL, Tableau, Excel, Matplotlib. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Data Analyst
"I am a passionate Python Developer with experience in NumPy, TensorFlow, PyTorch, Automation, Pandas, Django, Scripting, Flask, Keras, Python, FastAPI, Scikit-learn. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Python Developer
"I am a passionate Java Developer with experience in J2EE, Microservices, Spring, OOP, Maven, JSP, Hibernate, JDBC, Java. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Java Developer
"I am a passionate Data Analyst with experience in Python, Data Visualization, Power BI, NumPy, Seaborn, Pandas, Tableau, Cleaning, Matplotlib, Excel, EDA, Statistics, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Data Analyst
"I am a passionate Web Developer with experience in Vue, Git, React, API, Node.js, HTML, Django, JavaScript, Flask, REST, Backend, Angular, SQL, CSS, Frontend. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Web Developer
"I am a passionate Java Developer with experience in Maven, Multithreading, OOP, JSP, Spring, JDBC, Microservices, Java, Servlets, J2EE, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Java Developer
"I am a passionate Software Tester with experience in Test Cases, QTP, Regression Testing, Selenium, JUnit, Bug Tracking, LoadRunner, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Software Tester
"I am a passionate Software Tester with experience in Automation, Manual Testing, LoadRunner, Bug Tracking, Test Cases, JUnit, PyTest, QTP, Selenium, Regression Testing, JIRA. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Software Tester
"I am a passionate Designer with experience in InDesign, Adobe XD, Creative, Sketch, Illustrator. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Designer
"I am a passionate Python Developer with experience in Django, Python, FastAPI, NumPy, Pandas, Keras. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Python Developer
"I am a passionate Software Tester with experience in QTP, Automation, JUnit, Test Cases, Bug Tracking, JIRA, Manual Testing, Regression Testing, LoadRunner, PyTest. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Software Tester
"I am a passionate Data Analyst with experience in Python, EDA, Power BI, NumPy, Data Visualization, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Data Analyst
"I am a passionate Web Developer with experience in CSS, Git, Node.js, React, JavaScript, Vue, API, Django, HTML, Frontend, Backend, Flask, REST, SQL, Angular. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Web Developer
"I am a passionate Designer with experience in Figma, Illustrator, User Research, Adobe XD, Creative, Photoshop, Sketch, Wireframing, InDesign, Prototyping, UI/UX. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Designer
"I am a passionate Java Developer with experience in Gradle, Maven, Microservices, Spring, Servlets, Java, OOP, Multithreading, JSP, J2EE, JDBC. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Java Developer
"I am a passionate Software Tester with experience in LoadRunner, Regression Testing, QTP, Selenium, Manual Testing, Test Cases, JUnit, Automation, Bug Tracking, PyTest, JIRA. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Software Tester
"I am a passionate Java Developer with experience in Maven, JSP, Spring, Servlets, Hibernate, OOP, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Java Developer
"I am a passionate Java Developer with experience in Servlets, Spring, Multithreading, OOP, Gradle, Microservices. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Java Developer
"I am a passionate Java Developer with experience in Hibernate, Microservices, J2EE, Multithreading, JSP, Maven, Gradle, OOP, Spring. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Java Developer
"I am a passionate Python Developer with experience in NumPy, Flask, Django, Scripting, Scikit-learn, FastAPI, Keras, Automation, TensorFlow, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Python Developer
"I am a passionate Python Developer with experience in Python, Scikit-learn, Automation, TensorFlow, Django, Keras, Scripting, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Python Developer
"I am a passionate Designer with experience in Prototyping, Figma, Photoshop, Wireframing, Sketch. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Designer
"I am a passionate Data Analyst with experience in NumPy, Pandas, Statistics, Seaborn, Matplotlib, Data Visualization, EDA, Power BI, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Data Analyst
"I am a passionate Web Developer with experience in Node.js, REST, Frontend, SQL, Vue, Git, HTML, CSS, API, Flask, Backend. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Web Developer
"I am a passionate Java Developer with experience in Spring, Maven, Servlets, JDBC, Gradle, OOP, JSP, Hibernate. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Java Developer
"I am a passionate Software Tester with experience in JIRA, Test Cases, PyTest, Selenium, JUnit, LoadRunner, Automation, QTP, Bug Tracking, Manual Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Software Tester
"I am a passionate Web Developer with experience in Flask, Backend, CSS, Vue, React, Node.js, SQL, JavaScript, HTML, API, Django, Git, REST. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Web Developer
"I am a passionate Software Tester with experience in Automation, PyTest, Bug Tracking, LoadRunner, Regression Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Software Tester
"I am a passionate Web Developer with experience in CSS, REST, Flask, Node.js, Git. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Web Developer
"I am a passionate Web Developer with experience in SQL, API, CSS, Backend, Angular, Vue, Django, Node.js, JavaScript, Flask, REST, HTML, React. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Web Developer
"I am a passionate Java Developer with experience in Java, J2EE, Multithreading, Gradle, Servlets, JSP, Maven, Microservices, JDBC. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Java Developer
"I am a passionate Designer with experience in Illustrator, InDesign, Creative, Photoshop, Sketch, Prototyping. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Designer
"I am a passionate Web Developer with experience in HTML, REST, API, Git, Flask, CSS, SQL, Backend, Angular, Django, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Web Developer
"I am a passionate Java Developer with experience in Maven, Spring, OOP, Gradle, Multithreading. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Java Developer
"I am a passionate Designer with experience in Creative, Sketch, Prototyping, Wireframing, Figma. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Designer
"I am a passionate Python Developer with experience in Scikit-learn, Keras, Pandas, Django, Scripting, Python, TensorFlow, PyTorch, Flask, NumPy, FastAPI, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Python Developer
"I am a passionate Python Developer with experience in FastAPI, NumPy, Keras, Django, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Python Developer
"I am a passionate Python Developer with experience in NumPy, PyTorch, FastAPI, Django, Scripting. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Python Developer
"I am a passionate Software Tester with experience in JIRA, Test Cases, LoadRunner, QTP, Selenium, PyTest, Bug Tracking, Regression Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Software Tester
"I am a passionate Designer with experience in InDesign, Figma, Creative, UI/UX, User Research, Adobe XD, Illustrator, Photoshop, Prototyping, Wireframing, Sketch. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Designer
"I am a passionate Data Analyst with experience in SQL, Python, NumPy, EDA, Tableau. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Data Analyst
"I am a passionate Web Developer with experience in Flask, Frontend, Vue, REST, React. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Web Developer
"I am a passionate Python Developer with experience in Scikit-learn, Flask, FastAPI, Scripting, Django, Keras. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Python Developer
"I am a passionate Python Developer with experience in Pandas, Django, Flask, NumPy, Keras, Scripting, TensorFlow, FastAPI, PyTorch, Python. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Python Developer
"I am a passionate Web Developer with experience in Django, Frontend, API, Vue, Flask, SQL, Git, Node.js, JavaScript, CSS, Backend, REST, Angular, React. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Web Developer
"I am a passionate Python Developer with experience in FastAPI, Keras, Scripting, NumPy, TensorFlow, Scikit-learn, Django, Python, Flask, PyTorch, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Python Developer
"I am a passionate Python Developer with experience in NumPy, Django, Keras, Scikit-learn, FastAPI, Flask, Scripting. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Python Developer
"I am a passionate Web Developer with experience in API, Flask, Vue, CSS, HTML, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Web Developer
"I am a passionate Web Developer with experience in React, Git, HTML, Frontend, API, Django, Angular, Node.js, CSS, Vue, Backend. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Web Developer
"I am a passionate Software Tester with experience in Selenium, PyTest, QTP, Regression Testing, Test Cases, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Software Tester
"I am a passionate Java Developer with experience in Servlets, JDBC, OOP, Microservices, J2EE, Hibernate, Multithreading, Spring, Gradle, Maven, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Java Developer
"I am a passionate Java Developer with experience in Servlets, Spring, Gradle, Java, JDBC, Microservices, Hibernate, Multithreading, Maven, OOP. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Java Developer
"I am a passionate Java Developer with experience in OOP, Multithreading, Spring, Maven, Microservices, Gradle, Hibernate, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Java Developer
"I am a passionate Java Developer with experience in Hibernate, OOP, Maven, J2EE, Servlets, Multithreading, Microservices, Java. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Java Developer
"I am a passionate Python Developer with experience in Keras, TensorFlow, Django, Scikit-learn, PyTorch, Python, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Python Developer
"I am a passionate Data Analyst with experience in Pandas, Data Visualization, Statistics, SQL, Seaborn, Matplotlib, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Data Analyst
"I am a passionate Designer with experience in Creative, Figma, Illustrator, InDesign, Photoshop, Wireframing, Sketch, Prototyping, UI/UX, User Research, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Designer
"I am a passionate Designer with experience in Wireframing, Figma, Adobe XD, Creative, Photoshop, Prototyping, InDesign, Illustrator, User Research, UI/UX, Sketch. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Designer
"I am a passionate Web Developer with experience in HTML, Vue, JavaScript, Angular, SQL, Node.js, REST. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Web Developer
"I am a passionate Software Tester with experience in Regression Testing, JIRA, PyTest, QTP, JUnit, Manual Testing, LoadRunner, Automation, Selenium. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Software Tester
"I am a passionate Designer with experience in Adobe XD, InDesign, UI/UX, User Research, Illustrator, Prototyping, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Designer
"I am a passionate Designer with experience in UI/UX, Illustrator, Photoshop, Creative, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Designer
"I am a passionate Web Developer with experience in Git, SQL, Django, React, CSS, Node.js, HTML, Vue, REST, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Web Developer
"I am a passionate Web Developer with experience in Node.js, SQL, Flask, Frontend, HTML, React, CSS, Django, Angular, Backend. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Web Developer
"I am a passionate Web Developer with experience in Node.js, Angular, Django, React, Git. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Web Developer
"I am a passionate Data Analyst with experience in Matplotlib, SQL, EDA, Cleaning, Python, Excel, Data Visualization, NumPy, Statistics, Seaborn. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Data Analyst
"I am a passionate Web Developer with experience in SQL, Flask, Git, Backend, CSS, React. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Web Developer
"I am a passionate Software Tester with experience in LoadRunner, Bug Tracking, Regression Testing, Selenium, PyTest, QTP, Test Cases, JUnit, JIRA, Manual Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Software Tester
"I am a passionate Web Developer with experience in Git, SQL, REST, Vue, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Web Developer
"I am a passionate Software Tester with experience in JIRA, Manual Testing, Test Cases, Automation, Regression Testing, Bug Tracking, PyTest, JUnit, QTP, LoadRunner, Selenium. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Software Tester
"I am a passionate Data Analyst with experience in Python, Pandas, Power BI, Excel, Tableau, SQL, Matplotlib, Data Visualization, Cleaning, NumPy, Seaborn, EDA. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Data Analyst
"I am a passionate Python Developer with experience in Scripting, FastAPI, PyTorch, NumPy, Flask, Keras, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Python Developer
"I am a passionate Software Tester with experience in JUnit, JIRA, Test Cases, QTP, Automation, Selenium, Manual Testing, Regression Testing, PyTest, Bug Tracking, LoadRunner. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Software Tester
"I am a passionate Python Developer with experience in Flask, Scripting, Scikit-learn, PyTorch, TensorFlow, Pandas, Automation, Django, Python, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Python Developer
"I am a passionate Python Developer with experience in TensorFlow, FastAPI, Scikit-learn, NumPy, Flask, Keras. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Python Developer
"I am a passionate Designer with experience in InDesign, Creative, Illustrator, Sketch, Wireframing, Adobe XD, Prototyping, User Research, UI/UX, Figma, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Designer
"I am a passionate Java Developer with experience in Gradle, Spring, Servlets, Microservices, OOP, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Java Developer
"I am a passionate Software Tester with experience in JUnit, Manual Testing, Selenium, PyTest, Automation, Regression Testing, Bug Tracking. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Software Tester
"I am a passionate Data Analyst with experience in Statistics, Excel, Data Visualization, Cleaning, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Data Analyst
"I am a passionate Web Developer with experience in Django, Angular, Backend, Frontend, Vue. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Web Developer
"I am a passionate Java Developer with experience in Java, J2EE, Gradle, Multithreading, Servlets, JDBC, Hibernate, OOP, Microservices, Spring. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Java Developer
"I am a passionate Data Analyst with experience in Matplotlib, Pandas, Data Visualization, Cleaning, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Data Analyst
"I am a passionate Designer with experience in Adobe XD, User Research, Figma, Creative, Wireframing, Prototyping, Sketch, Illustrator. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Designer
"I am a passionate Python Developer with experience in NumPy, Scikit-learn, Automation, FastAPI, Scripting, Python, PyTorch, Django, Keras, TensorFlow, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Python Developer
"I am a passionate Java Developer with experience in J2EE, JSP, Maven, Spring, OOP, Java, Gradle, Multithreading. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Java Developer
"I am a passionate Designer with experience in Adobe XD, Creative, Prototyping, InDesign, Wireframing, Illustrator, UI/UX, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Designer
"I am a passionate Java Developer with experience in Servlets, JSP, Multithreading, Hibernate, Java, J2EE, JDBC, Spring, Microservices, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Java Developer
"I am a passionate Software Tester with experience in PyTest, Bug Tracking, Test Cases, JUnit, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Software Tester
"I am a passionate Java Developer with experience in OOP, Hibernate, Gradle, J2EE, JDBC, Servlets, Spring, Maven, Multithreading, JSP, Java. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Java Developer
"I am a passionate Java Developer with experience in Hibernate, Spring, Microservices, Servlets, OOP, Maven, JDBC, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Java Developer
"I am a passionate Software Tester with experience in Regression Testing, JIRA, PyTest, QTP, JUnit. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Software Tester
"I am a passionate Java Developer with experience in Gradle, J2EE, Microservices, OOP, JSP, Java, Maven, Multithreading, JDBC, Spring, Servlets, Hibernate. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Java Developer
"I am a passionate Python Developer with experience in Flask, Scripting, Automation, Keras, PyTorch, Django, Python, TensorFlow, FastAPI, Scikit-learn, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Python Developer
"I am a passionate Data Analyst with experience in Excel, Matplotlib, NumPy, Cleaning, SQL, Tableau, Power BI, Seaborn, Data Visualization. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Data Analyst
"I am a passionate Python Developer with experience in Django, Python, Automation, Scikit-learn, PyTorch, TensorFlow. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Python Developer
"I am a passionate Software Tester with experience in Regression Testing, Test Cases, LoadRunner, JUnit, Manual Testing, QTP, PyTest, JIRA, Automation, Selenium, Bug Tracking. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Software Tester
"I am a passionate Designer with experience in User Research, Prototyping, Creative, Figma, Sketch, Illustrator. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Designer
"I am a passionate Data Analyst with experience in NumPy, Cleaning, Excel, Pandas, Seaborn, Matplotlib, Data Visualization. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Data Analyst
"I am a passionate Python Developer with experience in Flask, Pandas, Keras, Django, Scripting, Scikit-learn, Python, NumPy, FastAPI. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Python Developer
"I am a passionate Java Developer with experience in Maven, Servlets, JSP, OOP, Microservices, Java, Spring, Multithreading, Hibernate, J2EE. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Java Developer
"I am a passionate Python Developer with experience in TensorFlow, Django, Pandas, Automation, Flask, Scripting, Python, NumPy, Keras, Scikit-learn. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Python Developer
"I am a passionate Designer with experience in UI/UX, Figma, InDesign, User Research, Prototyping, Wireframing, Sketch, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Designer
"I am a passionate Designer with experience in Creative, User Research, Figma, Photoshop, UI/UX, Sketch, Wireframing, Illustrator, Prototyping, InDesign. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Designer
"I am a passionate Data Analyst with experience in Python, Matplotlib, Tableau, NumPy, Statistics, Excel. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Data Analyst
"I am a passionate Data Analyst with experience in SQL, Statistics, EDA, Python, Power BI, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Data Analyst
"I am a passionate Data Analyst with experience in Matplotlib, Power BI, Cleaning, SQL, Pandas, Python, Data Visualization. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Data Analyst
"I am a passionate Software Tester with experience in Selenium, Automation, JUnit, Manual Testing, JIRA, Bug Tracking. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Software Tester
"I am a passionate Python Developer with experience in FastAPI, Scripting, NumPy, Keras, Flask, Scikit-learn, Pandas, PyTorch, Automation, TensorFlow, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Python Developer
"I am a passionate Designer with experience in Creative, Illustrator, Photoshop, InDesign, Prototyping. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Designer
"I am a passionate Java Developer with experience in Maven, OOP, Java, Servlets, JDBC, Spring, Gradle, Multithreading, JSP, Hibernate, Microservices, J2EE. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Java Developer
"I am a passionate Java Developer with experience in Multithreading, Servlets, Java, Microservices, JDBC, JSP, J2EE, OOP, Spring, Maven. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Java Developer
"I am a passionate Web Developer with experience in Django, Flask, Node.js, HTML, Angular, SQL, API. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Web Developer
"I am a passionate Data Analyst with experience in Excel, Pandas, NumPy, Seaborn, Statistics, Data Visualization. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Data Analyst
"I am a passionate Python Developer with experience in NumPy, Django, Automation, Python, Pandas, PyTorch. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Python Developer
"I am a passionate Java Developer with experience in Maven, Microservices, Java, Gradle, Servlets, JSP, J2EE, Multithreading, OOP, Hibernate. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Java Developer
"I am a passionate Data Analyst with experience in SQL, Matplotlib, Tableau, Statistics, EDA, Python, Seaborn. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Data Analyst
"I am a passionate Designer with experience in Illustrator, Sketch, User Research, Prototyping, Figma, Photoshop, InDesign, Creative, Wireframing, UI/UX. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Designer
"I am a passionate Designer with experience in Wireframing, Adobe XD, User Research, Figma, Illustrator, Creative, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Designer
"I am a passionate Web Developer with experience in Node.js, Frontend, Angular, Backend, API, React. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Web Developer
"I am a passionate Designer with experience in Sketch, Wireframing, User Research, Creative, Photoshop, Adobe XD, Figma. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Designer
"I am a passionate Python Developer with experience in Keras, Scikit-learn, Flask, PyTorch, FastAPI, NumPy, Automation, Scripting, TensorFlow, Django, Pandas, Python. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Python Developer
"I am a passionate Software Tester with experience in JUnit, Bug Tracking, LoadRunner, Regression Testing, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Software Tester
"I am a passionate Software Tester with experience in Automation, Bug Tracking, PyTest, QTP, LoadRunner, Manual Testing, Selenium, JIRA. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Software Tester
"I am a passionate Software Tester with experience in Manual Testing, PyTest, QTP, Test Cases, JIRA, LoadRunner, JUnit, Selenium, Bug Tracking, Regression Testing, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Software Tester
"I am a passionate Web Developer with experience in API, JavaScript, REST, Node.js, SQL, Flask, Django, Angular, HTML, React. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Web Developer
"I am a passionate Python Developer with experience in Python, TensorFlow, Keras, FastAPI, PyTorch, Django, Pandas, Automation, Scripting. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Python Developer
"I am a passionate Python Developer with experience in FastAPI, Automation, TensorFlow, Scikit-learn, Keras, NumPy, Flask, Scripting, Pandas, PyTorch, Django, Python. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Python Developer
"I am a passionate Web Developer with experience in REST, Flask, HTML, Git, API, CSS, Backend, React, Frontend. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Web Developer
"I am a passionate Python Developer with experience in NumPy, PyTorch, Python, Scripting, Scikit-learn, Flask, Pandas, FastAPI, TensorFlow, Django, Automation. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Python Developer
"I am a passionate Java Developer with experience in Java, JSP, JDBC, Spring, Hibernate, Multithreading. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Java Developer
"I am a passionate Software Tester with experience in Selenium, PyTest, Automation, JUnit, Bug Tracking, Manual Testing, Regression Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Software Tester
